Var1,Var2,value
Air spd (rel) lo liftoff,RoD hi tdwn,-0.000464693
Roll hi 20ft tdwn,Max alt excd,-0.000464712
Max alt excd,Roll hi 20ft tdwn,-0.000464712
Roll hi 300-20ft,Eng N1 lo TOGA t/o,-0.000464864
Eng N1 lo TOGA t/o,Roll hi 300-20ft,-0.000464864
Roll hi liftoff 20ft,Ldg gear late retr,-0.000466715
Ldg gear late retr,Roll hi liftoff 20ft,-0.000466715
Ldg gear late retr,Air spd (rel) lo 35-climb accel (3 secs),-0.000466715
Air spd (rel) lo 35-climb accel (3 secs),Ldg gear late retr,-0.000466715
Ldg gear late retr g/a,Air spd (rel) hi liftoff,-0.000466727
Air spd (rel) hi liftoff,Ldg gear late retr g/a,-0.000466727
Unstable app g/a,Hgt lo 2 min tdwn,-0.000469432
Hgt lo 2 min tdwn,Unstable app g/a,-0.000469432
Max alt (ldg gear extd) excd,Hdg var 500-50ft,-0.000469869
Hdg var 500-50ft,Max alt (ldg gear extd) excd,-0.000469869
Roll hi liftoff 20ft,Air spd (rel) lo liftoff,-0.000470467
Air spd (rel) lo liftoff,Roll hi liftoff 20ft,-0.000470467
Pitch rate hi 35-1000ft,Air spd hi flap 30,-0.000470479
Air spd hi flap 30,Pitch rate hi 35-1000ft,-0.000470479
Roll cycle fin app,Ldg gear late extn,-0.000472343
Ldg gear late extn,Roll cycle fin app,-0.000472343
Hgt loss 1000-2000ft,Air spd hi 3000-1000ft,-0.000472474
Air spd hi 3000-1000ft,Hgt loss 1000-2000ft,-0.000472474
Max alt (flaps extd) excd,Air spd hi flap 40,-0.000472541
Air spd hi flap 40,Max alt (flaps extd) excd,-0.000472541
TAWS GS 500-200ft,Air spd hi 3000-1000ft,-0.000474134
Air spd hi 3000-1000ft,TAWS GS 500-200ft,-0.000474134
Throttle cycle fin app,Flap retr early t/o,-0.000474292
Flap retr early t/o,Throttle cycle fin app,-0.000474292
Unstable app g/a,Air spd (rel) lo 500-20ft (3 secs),-0.000474476
Air spd (rel) lo 500-20ft (3 secs),Unstable app g/a,-0.000474476
Pitch lo 35-climb accel start,GS dev above GS 1000-500ft,-0.000474478
GS dev above GS 1000-500ft,Pitch lo 35-climb accel start,-0.000474478
RTO,Air spd (rel) hi tdwn,-0.000474698
Air spd (rel) hi tdwn,RTO,-0.000474698
Air spd (VMO) excd,Air spd (rel) hi tdwn,-0.000474698
Air spd (rel) hi tdwn,Air spd (VMO) excd,-0.000474698
Pitch cycle fin app,Max alt (flaps extd) excd,-0.000475263
Max alt (flaps extd) excd,Pitch cycle fin app,-0.000475263
Flap retr early t/o,Air spd (rel) lo 1000-500ft (3 secs),-0.000476951
Air spd (rel) lo 1000-500ft (3 secs),Flap retr early t/o,-0.000476951
Unstable app g/a,Roll hi 20ft tdwn,-0.000477809
Roll hi 20ft tdwn,Unstable app g/a,-0.000477809
Ldg gear late retr g/a,Air spd hi 8000-10000ft,-0.00047836
Air spd hi 8000-10000ft,Ldg gear late retr g/a,-0.00047836
Roll hi 20-400ft,Air spd (rel) lo 35ft t/o,-0.000482543
Air spd (rel) lo 35ft t/o,Roll hi 20-400ft,-0.000482543
Ldg gear late retr,AP disengaged crz,-0.000482592
AP disengaged crz,Ldg gear late retr,-0.000482592
Hgt loss 35-1000ft,Air spd hi 5000-3000ft,-0.000483066
Air spd hi 5000-3000ft,Hgt loss 35-1000ft,-0.000483066
Air spd hi ldg gear retr,Air spd hi 5000-3000ft,-0.000483066
Air spd hi 5000-3000ft,Air spd hi ldg gear retr,-0.000483066
Air spd hi ldg gear extd,Air spd hi 5000-3000ft,-0.000483066
Eng N1 hi app,Air spd hi 5000-3000ft,-0.000483066
Air spd hi 5000-3000ft,Air spd hi ldg gear extd,-0.000483066
Air spd hi 5000-3000ft,Eng N1 hi app,-0.000483066
Hgt loss 1000-2000ft,Air spd (rel) lo flap 15,-0.000485015
Air spd (rel) lo flap 15,Hgt loss 1000-2000ft,-0.000485015
Pitch hi 500-50ft,Go-around,-0.000485118
Go-around,Pitch hi 500-50ft,-0.000485118
Pitch rate hi 35-1000ft,Ldg gear late extn,-0.000485687
Ldg gear late extn,Pitch rate hi 35-1000ft,-0.000485687
Roll hi 400-1000ft,Air spd hi ldg gear extd,-0.000486168
Air spd hi ldg gear extd,Roll hi 400-1000ft,-0.000486168
Roll hi 400-1000ft,Eng N1 hi app,-0.000486168
Eng N1 hi app,Roll hi 400-1000ft,-0.000486168
Roll hi 400-1000ft,Air spd hi ldg gear retr,-0.000486168
Air spd hi ldg gear retr,Roll hi 400-1000ft,-0.000486168
Roll hi 400-1000ft,Hgt loss 35-1000ft,-0.000486168
Hgt loss 35-1000ft,Roll hi 400-1000ft,-0.000486168
AP disengaged crz,Air spd (rel) lo liftoff,-0.000486471
Air spd (rel) lo liftoff,AP disengaged crz,-0.000486471
TAWS GS 500-200ft,Air spd (rel) lo flap 15,-0.000486719
Air spd (rel) lo flap 15,TAWS GS 500-200ft,-0.000486719
Max alt excd,Air spd hi 5000-3000ft,-0.000487758
Air spd hi 5000-3000ft,Max alt excd,-0.000487758
RoD hi tdwn,Hgt lo 2 min tdwn,-0.000488097
Hgt lo 2 min tdwn,RoD hi tdwn,-0.000488097
Hgt loss 35-1000ft,Eng N1 lo 500-50ft (5 secs),-0.000488949
Eng N1 lo 500-50ft (5 secs),Hgt loss 35-1000ft,-0.000488949
Eng N1 lo 500-50ft (5 secs),Air spd hi ldg gear retr,-0.000488949
Air spd hi ldg gear retr,Eng N1 lo 500-50ft (5 secs),-0.000488949
Eng N1 lo 500-50ft (5 secs),Eng N1 hi app,-0.000488949
Eng N1 hi app,Eng N1 lo 500-50ft (5 secs),-0.000488949
Eng N1 lo 500-50ft (5 secs),Air spd hi ldg gear extd,-0.000488949
Air spd hi ldg gear extd,Eng N1 lo 500-50ft (5 secs),-0.000488949
Roll hi 400-1000ft,Air spd (rel) lo liftoff,-0.000488992
Air spd (rel) lo liftoff,Roll hi 400-1000ft,-0.000488992
Pitch rate (neg) t/o,Pitch hi 1000-500ft,-0.000490455
Pitch hi 1000-500ft,Pitch rate (neg) t/o,-0.000490455
Roll hi 20-400ft,Roll hi 1000-300ft,-0.000490574
Roll hi 1000-300ft,Roll hi 20-400ft,-0.000490574
Roll hi 1000-300ft,Max alt (flaps extd) excd,-0.000491258
Max alt (flaps extd) excd,Roll hi 1000-300ft,-0.000491258
Max alt excd,Hdg var 500-50ft,-0.000491406
Hdg var 500-50ft,Max alt excd,-0.000491406
Air spd (VMO) excd,Air spd (rel) lo flap 5,-0.000492359
Air spd (rel) lo flap 5,Air spd (VMO) excd,-0.000492359
Ldg gear late extn,Air spd hi flap 10,-0.000492859
Air spd hi flap 10,Ldg gear late extn,-0.000492859
RoD hi tdwn,Air spd (rel) lo 500-20ft (3 secs),-0.000493341
Air spd (rel) lo 500-20ft (3 secs),RoD hi tdwn,-0.000493341
Ldg gear late extn,Air spd hi flap 5,-0.000493646
Air spd hi flap 5,Ldg gear late extn,-0.000493646
Hgt lo 2 min tdwn,Air spd (rel) lo 35-climb accel (3 secs),-0.000494163
Air spd (rel) lo 35-climb accel (3 secs),Hgt lo 2 min tdwn,-0.000494163
Roll hi liftoff 20ft,Hgt lo 2 min tdwn,-0.000494163
Hgt lo 2 min tdwn,Roll hi liftoff 20ft,-0.000494163
RoC lo 35-1000ft,Ldg gear late retr,-0.000494363
Ldg gear late retr,RoC lo 35-1000ft,-0.000494363
Hgt loss 35-1000ft,Air spd (rel) hi 500-20ft (3 secs),-0.000494782
Air spd (rel) hi 500-20ft (3 secs),Hgt loss 35-1000ft,-0.000494782
Air spd hi ldg gear retr,Air spd (rel) hi 500-20ft (3 secs),-0.000494782
Air spd (rel) hi 500-20ft (3 secs),Air spd hi ldg gear retr,-0.000494782
Air spd hi ldg gear extd,Air spd (rel) hi 500-20ft (3 secs),-0.000494782
Eng N1 hi app,Air spd (rel) hi 500-20ft (3 secs),-0.000494782
Air spd (rel) hi 500-20ft (3 secs),Air spd hi ldg gear extd,-0.000494782
Air spd (rel) hi 500-20ft (3 secs),Eng N1 hi app,-0.000494782
Turb crz,Air spd (rel) lo tdwn,-0.000494854
Air spd (rel) lo tdwn,Turb crz,-0.000494854
Hgt loss 35-1000ft,GS dev below GS 500-200ft,-0.000494889
GS dev below GS 500-200ft,Hgt loss 35-1000ft,-0.000494889
GS dev below GS 500-200ft,Air spd hi ldg gear extd,-0.000494889
GS dev below GS 500-200ft,Air spd hi ldg gear retr,-0.000494889
GS dev below GS 500-200ft,Eng N1 hi app,-0.000494889
Air spd hi ldg gear extd,GS dev below GS 500-200ft,-0.000494889
Air spd hi ldg gear retr,GS dev below GS 500-200ft,-0.000494889
Eng N1 hi app,GS dev below GS 500-200ft,-0.000494889
RoC lo 35-1000ft,Air spd (rel) lo liftoff,-0.000498337
Air spd (rel) lo liftoff,RoC lo 35-1000ft,-0.000498337
Air spd (rel) lo 500-20ft (3 secs),Air spd (rel) lo 35-climb accel (3 secs),-0.000499472
Air spd (rel) lo 35-climb accel (3 secs),Air spd (rel) lo 500-20ft (3 secs),-0.000499472
Roll hi liftoff 20ft,Air spd (rel) lo 500-20ft (3 secs),-0.000499472
Air spd (rel) lo 500-20ft (3 secs),Roll hi liftoff 20ft,-0.000499472
Mach (MMO) excd,Air spd hi flap 2,-0.000500013
Air spd hi flap 2,Mach (MMO) excd,-0.000500013
Short flare duration,Hgt loss 1000-2000ft,-0.000500269
Hgt loss 1000-2000ft,Short flare duration,-0.000500269
Pitch lo 500-20ft,Ldg gear late extn,-0.000500678
Ldg gear late extn,Pitch lo 500-20ft,-0.000500678
TAWS GS 500-200ft,Short flare duration,-0.000502027
Short flare duration,TAWS GS 500-200ft,-0.000502027
Pitch hi 500-50ft,Flap retr early t/o,-0.000502767
Flap retr early t/o,Pitch hi 500-50ft,-0.000502767
Roll hi liftoff 20ft,Roll hi 20ft tdwn,-0.00050298
Roll hi 20ft tdwn,Roll hi liftoff 20ft,-0.00050298
RoD hi 2000-1000ft,Air spd (rel) hi tdwn,-0.000503397
Air spd (rel) hi tdwn,RoD hi 2000-1000ft,-0.000503397
Pitch lo 20ft tdwn,Max alt (ldg gear extd) excd,-0.000503714
Max alt (ldg gear extd) excd,Pitch lo 20ft tdwn,-0.000503714
Unstable app g/a,Hdg var 500-50ft,-0.000505254
Hdg var 500-50ft,Unstable app g/a,-0.000505254
RoD hi 50ft tdwn,Hgt lo 2 min tdwn,-0.000505956
Hgt lo 2 min tdwn,RoD hi 50ft tdwn,-0.000505956
Ldg gear late retr g/a,Flap retr early t/o,-0.000507599
Flap retr early t/o,Ldg gear late retr g/a,-0.000507599
Turb app,Gnd spd hi taxi straight,-0.000508835
Gnd spd hi taxi straight,Turb app,-0.000508835
Hgt loss 35-1000ft,Fuel qty low tdwn,-0.000510051
Fuel qty low tdwn,Hgt loss 35-1000ft,-0.000510051
Fuel qty low tdwn,Air spd hi ldg gear retr,-0.000510051
Air spd hi ldg gear retr,Fuel qty low tdwn,-0.000510051
Fuel qty low tdwn,Air spd hi ldg gear extd,-0.000510051
Fuel qty low tdwn,Eng N1 hi app,-0.000510051
Air spd hi ldg gear extd,Fuel qty low tdwn,-0.000510051
Eng N1 hi app,Fuel qty low tdwn,-0.000510051
RTO,Eng rev thrust hi at lo gnd spd,-0.000510114
Eng rev thrust hi at lo gnd spd,RTO,-0.000510114
Hgt lo 2 min tdwn,AP disengaged crz,-0.000510973
AP disengaged crz,Hgt lo 2 min tdwn,-0.000510973
LOC dev 500-200ft,Ldg gear late extn,-0.000512553
Ldg gear late extn,LOC dev 500-200ft,-0.000512553
Pitch rate (rot) hi t/o,GS dev below GS 1500-1000ft,-0.000513319
GS dev below GS 1500-1000ft,Pitch rate (rot) hi t/o,-0.000513319
Roll hi >1000ft,Air spd (VMO) excd,-0.000513866
Air spd (VMO) excd,Roll hi >1000ft,-0.000513866
RTO,Roll hi >1000ft,-0.000513866
Roll hi >1000ft,RTO,-0.000513866
AP disengaged crz,Air spd (rel) lo 500-20ft (3 secs),-0.000516462
Air spd (rel) lo 500-20ft (3 secs),AP disengaged crz,-0.000516462
RTO,Air spd (rel) lo flap 1,-0.000518267
Air spd (rel) lo flap 1,RTO,-0.000518267
Roll hi 20ft tdwn,AP disengaged crz,-0.00052009
AP disengaged crz,Roll hi 20ft tdwn,-0.00052009
GS dev below GS 1500-1000ft,Air spd (rel) lo 500-20ft (3 secs),-0.000521154
Air spd (rel) lo 500-20ft (3 secs),GS dev below GS 1500-1000ft,-0.000521154
Eng N1 lo TOGA t/o,Air spd hi ldg gear extd,-0.000521553
Air spd hi ldg gear extd,Eng N1 lo TOGA t/o,-0.000521553
Eng N1 lo TOGA t/o,Eng N1 hi app,-0.000521553
Eng N1 hi app,Eng N1 lo TOGA t/o,-0.000521553
Eng N1 lo TOGA t/o,Air spd hi ldg gear retr,-0.000521553
Air spd hi ldg gear retr,Eng N1 lo TOGA t/o,-0.000521553
Hgt loss 35-1000ft,Eng N1 lo TOGA t/o,-0.000521553
Eng N1 lo TOGA t/o,Hgt loss 35-1000ft,-0.000521553
Roll cycle fin app,Air spd (rel) lo 35ft t/o,-0.000522199
Air spd (rel) lo 35ft t/o,Roll cycle fin app,-0.000522199
RoC lo 35-1000ft,Hgt lo 2 min tdwn,-0.000523436
Hgt lo 2 min tdwn,RoC lo 35-1000ft,-0.000523436
Pitch rate lo t/o,Air spd (rel) hi 500-20ft (3 secs),-0.000524201
Air spd (rel) hi 500-20ft (3 secs),Pitch rate lo t/o,-0.000524201
Pitch rate lo t/o,Hgt loss 1000-2000ft,-0.000524424
Hgt loss 1000-2000ft,Pitch rate lo t/o,-0.000524424
Roll hi 20-400ft,Mach (MMO) excd,-0.000524583
Mach (MMO) excd,Roll hi 20-400ft,-0.000524583
RoD hi tdwn,Hdg var 500-50ft,-0.000525343
Hdg var 500-50ft,RoD hi tdwn,-0.000525343
TAWS GS 500-200ft,Pitch rate lo t/o,-0.000526267
Pitch rate lo t/o,TAWS GS 500-200ft,-0.000526267
Pitch lo 35ft t/o,Max alt (ldg gear extd) excd,-0.000526378
Max alt (ldg gear extd) excd,Pitch lo 35ft t/o,-0.000526378
RoD hi 1000-500ft,Air spd (rel) hi 35-climb accel (3 secs),-0.000528109
Air spd (rel) hi 35-climb accel (3 secs),RoD hi 1000-500ft,-0.000528109
RoD hi 1000-500ft,Air spd (rel) lo liftoff,-0.000528485
Air spd (rel) lo liftoff,RoD hi 1000-500ft,-0.000528485
RoC lo 35-1000ft,Air spd (rel) lo 500-20ft (3 secs),-0.00052906
Air spd (rel) lo 500-20ft (3 secs),RoC lo 35-1000ft,-0.00052906
RoD hi 2000-1000ft,Go-around,-0.000529453
Go-around,RoD hi 2000-1000ft,-0.000529453
Hdg var tdwn 60kts air spd,Air spd (VMO) excd,-0.000530436
Air spd (VMO) excd,Hdg var tdwn 60kts air spd,-0.000530436
RTO,Hdg var tdwn 60kts air spd,-0.000530436
Hdg var tdwn 60kts air spd,RTO,-0.000530436
Hdg var 500-50ft,Air spd (rel) lo 35-climb accel (3 secs),-0.000531871
Air spd (rel) lo 35-climb accel (3 secs),Hdg var 500-50ft,-0.000531871
Roll hi liftoff 20ft,Hdg var 500-50ft,-0.000531871
Hdg var 500-50ft,Roll hi liftoff 20ft,-0.000531871
Air spd (rel) lo flap 5,Air spd (rel) hi liftoff,-0.000532092
Air spd (rel) hi liftoff,Air spd (rel) lo flap 5,-0.000532092
Roll hi 20ft tdwn,RoC lo 35-1000ft,-0.000532776
RoC lo 35-1000ft,Roll hi 20ft tdwn,-0.000532776
Max alt (ldg gear extd) excd,Hgt hi 2 min tdwn,-0.000532862
Hgt hi 2 min tdwn,Max alt (ldg gear extd) excd,-0.000532862
Pitch lo 35-400ft,Go-around,-0.000533367
Go-around,Pitch lo 35-400ft,-0.000533367
LOC dev 1000-500ft,Hgt loss 1000-2000ft,-0.000533451
Hgt loss 1000-2000ft,LOC dev 1000-500ft,-0.000533451
RoD hi 2000-1000ft,Air spd hi ldg gear extd,-0.000533495
RoD hi 2000-1000ft,Eng N1 hi app,-0.000533495
Air spd hi ldg gear extd,RoD hi 2000-1000ft,-0.000533495
Eng N1 hi app,RoD hi 2000-1000ft,-0.000533495
RoD hi 2000-1000ft,Air spd hi ldg gear retr,-0.000533495
Air spd hi ldg gear retr,RoD hi 2000-1000ft,-0.000533495
RoD hi 2000-1000ft,Hgt loss 35-1000ft,-0.000533495
Hgt loss 35-1000ft,RoD hi 2000-1000ft,-0.000533495
Turb crz,Pitch lo 400-1000ft,-0.000533748
Pitch lo 400-1000ft,Turb crz,-0.000533748
TAWS GS 500-200ft,LOC dev 1000-500ft,-0.000535325
LOC dev 1000-500ft,TAWS GS 500-200ft,-0.000535325
GS dev above GS 500-200ft,Air spd (VMO) excd,-0.000536013
Air spd (VMO) excd,GS dev above GS 500-200ft,-0.000536013
RTO,GS dev above GS 500-200ft,-0.000536013
GS dev above GS 500-200ft,RTO,-0.000536013
Roll cycle fin app,Air spd hi 3000-1000ft,-0.00053852
Air spd hi 3000-1000ft,Roll cycle fin app,-0.00053852
Roll hi 400-1000ft,Air spd hi flap 5,-0.000538594
Air spd hi flap 5,Roll hi 400-1000ft,-0.000538594
Pitch hi liftoff,AP engaged early t/o,-0.00053864
AP engaged early t/o,Pitch hi liftoff,-0.00053864
Ldg gear late retr,Go-around,-0.000540247
Go-around,Ldg gear late retr,-0.000540247
Unstable app g/a,Pitch lo 20ft tdwn,-0.000541648
Pitch lo 20ft tdwn,Unstable app g/a,-0.000541648
Norm g hi tdwn (hard ldg),Hgt loss 35-1000ft,-0.000543771
Hgt loss 35-1000ft,Norm g hi tdwn (hard ldg),-0.000543771
Norm g hi tdwn (hard ldg),Air spd hi ldg gear retr,-0.000543771
Air spd hi ldg gear retr,Norm g hi tdwn (hard ldg),-0.000543771
Norm g hi tdwn (hard ldg),Eng N1 hi app,-0.000543771
Eng N1 hi app,Norm g hi tdwn (hard ldg),-0.000543771
Norm g hi tdwn (hard ldg),Air spd hi ldg gear extd,-0.000543771
Air spd hi ldg gear extd,Norm g hi tdwn (hard ldg),-0.000543771
Turb crz,Hdg dev rwy >80kts air spd t/o,-0.000544442
Hdg dev rwy >80kts air spd t/o,Turb crz,-0.000544442
Go-around,Air spd (rel) lo liftoff,-0.00054459
Air spd (rel) lo liftoff,Go-around,-0.00054459
Air spd hi flap 10,Air spd (rel) lo 35ft t/o,-0.000544879
Air spd (rel) lo 35ft t/o,Air spd hi flap 10,-0.000544879
Throttle cycle fin app,AP engaged early t/o,-0.000545374
AP engaged early t/o,Throttle cycle fin app,-0.000545374
Air spd hi flap 5,Air spd (rel) lo 35ft t/o,-0.00054575
Air spd (rel) lo 35ft t/o,Air spd hi flap 5,-0.00054575
Max alt (flaps extd) excd,Air spd hi 8000-10000ft,-0.000545775
Air spd hi 8000-10000ft,Max alt (flaps extd) excd,-0.000545775
Turb flt,Ldg gear late extn,-0.000545998
Ldg gear late extn,Turb flt,-0.000545998
Air spd hi 3000-1000ft,Air spd (VMO) excd,-0.000547485
Air spd (VMO) excd,Air spd hi 3000-1000ft,-0.000547485
RTO,Air spd hi 3000-1000ft,-0.000547485
Air spd hi 3000-1000ft,RTO,-0.000547485
AP engaged early t/o,Air spd (rel) lo 1000-500ft (3 secs),-0.000548431
Air spd (rel) lo 1000-500ft (3 secs),AP engaged early t/o,-0.000548431
Hgt hi 1 min tdwn,AP engaged early t/o,-0.000548431
AP engaged early t/o,Hgt hi 1 min tdwn,-0.000548431
Pitch lo 35ft t/o,Max alt excd,-0.000550505
Max alt excd,Pitch lo 35ft t/o,-0.000550505
Turb crz,GS dev above GS 1500-1000ft,-0.000551091
GS dev above GS 1500-1000ft,Turb crz,-0.000551091
LOC dev 1500-1000ft,Ldg gear late retr,-0.000551399
Ldg gear late retr,LOC dev 1500-1000ft,-0.000551399
Max alt (ldg gear extd) excd,Lat g hi taxi turn,-0.000551814
Lat g hi taxi turn,Max alt (ldg gear extd) excd,-0.000551814
Pitch lo 500-20ft,Air spd (rel) lo 35ft t/o,-0.000553524
Air spd (rel) lo 35ft t/o,Pitch lo 500-20ft,-0.000553524
Max alt excd,Hgt hi 2 min tdwn,-0.000557286
Hgt hi 2 min tdwn,Max alt excd,-0.000557286
RoD hi 1000-500ft,Air spd (rel) lo flap 15,-0.000557354
Air spd (rel) lo flap 15,RoD hi 1000-500ft,-0.000557354
Air spd hi flap 15,Air spd (rel) lo 35-climb accel (3 secs),-0.000558737
Air spd (rel) lo 35-climb accel (3 secs),Air spd hi flap 15,-0.000558737
Roll hi liftoff 20ft,Air spd hi flap 15,-0.000558737
Air spd hi flap 15,Roll hi liftoff 20ft,-0.000558737
Pitch hi liftoff,Hgt loss 1000-2000ft,-0.000559219
Hgt loss 1000-2000ft,Pitch hi liftoff,-0.000559219
Ldg gear late retr,Flap retr early t/o,-0.000559901
Flap retr early t/o,Ldg gear late retr,-0.000559901
Ldg gear late extn,Air spd (rel) lo tdwn,-0.000561115
Air spd (rel) lo tdwn,Ldg gear late extn,-0.000561115
TAWS GS 500-200ft,Pitch hi liftoff,-0.000561183
Pitch hi liftoff,TAWS GS 500-200ft,-0.000561183
RTO,Air spd (rel) lo flap 15,-0.000562016
Air spd (rel) lo flap 15,RTO,-0.000562016
Air spd (VMO) excd,Air spd (rel) lo flap 15,-0.000562016
Air spd (rel) lo flap 15,Air spd (VMO) excd,-0.000562016
Pitch hi 50ft tdwn,Air spd hi ldg gear extd,-0.000562508
Air spd hi ldg gear extd,Pitch hi 50ft tdwn,-0.000562508
Pitch hi 50ft tdwn,Air spd hi ldg gear retr,-0.000562508
Pitch hi 50ft tdwn,Eng N1 hi app,-0.000562508
Air spd hi ldg gear retr,Pitch hi 50ft tdwn,-0.000562508
Eng N1 hi app,Pitch hi 50ft tdwn,-0.000562508
Pitch hi 50ft tdwn,Hgt loss 35-1000ft,-0.000562508
Hgt loss 35-1000ft,Pitch hi 50ft tdwn,-0.000562508
Roll cycle fin app,Eng N1 lo TOGA t/o,-0.000563268
Eng N1 lo TOGA t/o,Roll cycle fin app,-0.000563268
Roll hi 20-400ft,Max alt (flaps extd) excd,-0.000563496
Max alt (flaps extd) excd,Roll hi 20-400ft,-0.000563496
Turb flt,Pitch rate lo t/o,-0.000563673
Pitch rate lo t/o,Turb flt,-0.000563673
Flap retr early t/o,Air spd (rel) lo liftoff,-0.000564402
Air spd (rel) lo liftoff,Flap retr early t/o,-0.000564402
Unstable app g/a,Pitch lo 35ft t/o,-0.000566019
Pitch lo 35ft t/o,Unstable app g/a,-0.000566019
Turb app,Max alt (ldg gear extd) excd,-0.000566556
Max alt (ldg gear extd) excd,Turb app,-0.000566556
LOC dev 500-200ft,Air spd (rel) lo 35ft t/o,-0.000566652
Air spd (rel) lo 35ft t/o,LOC dev 500-200ft,-0.000566652
Hgt loss 1000-2000ft,GS dev below GS 1500-1000ft,-0.00056728
GS dev below GS 1500-1000ft,Hgt loss 1000-2000ft,-0.00056728
Roll cycle fin app,Mach (MMO) excd,-0.000567694
Mach (MMO) excd,Roll cycle fin app,-0.000567694
RoD hi 500-50ft,Air spd (rel) hi 35ft t/o,-0.000567806
Air spd (rel) hi 35ft t/o,RoD hi 500-50ft,-0.000567806
TAWS GS 500-200ft,GS dev below GS 1500-1000ft,-0.000569274
GS dev below GS 1500-1000ft,TAWS GS 500-200ft,-0.000569274
Air spd (rel) lo flap 10,Air spd (rel) hi 35-climb accel (3 secs),-0.000569356
Air spd (rel) hi 35-climb accel (3 secs),Air spd (rel) lo flap 10,-0.000569356
Hgt loss 1000-2000ft,Air spd (rel) lo flap 10,-0.000569371
Air spd (rel) lo flap 10,Hgt loss 1000-2000ft,-0.000569371
Pitch lo 20ft tdwn,Air spd (rel) lo 35-climb accel (3 secs),-0.000570182
Air spd (rel) lo 35-climb accel (3 secs),Pitch lo 20ft tdwn,-0.000570182
Roll hi liftoff 20ft,Pitch lo 20ft tdwn,-0.000570182
Pitch lo 20ft tdwn,Roll hi liftoff 20ft,-0.000570182
Hgt loss 1000-2000ft,Flap setting lo 1000ft,-0.000570754
Flap setting lo 1000ft,Hgt loss 1000-2000ft,-0.000570754
TAWS GS 500-200ft,Air spd (rel) lo flap 10,-0.000571372
Air spd (rel) lo flap 10,TAWS GS 500-200ft,-0.000571372
Turb crz,GS dev above GS 1000-500ft,-0.000571918
GS dev above GS 1000-500ft,Turb crz,-0.000571918
Hgt lo 2 min tdwn,Go-around,-0.000572019
Go-around,Hgt lo 2 min tdwn,-0.000572019
TAWS GS 500-200ft,Flap setting lo 1000ft,-0.000572759
Flap setting lo 1000ft,TAWS GS 500-200ft,-0.000572759
Unstable app g/a,Hgt hi 2 min tdwn,-0.000572991
Hgt hi 2 min tdwn,Unstable app g/a,-0.000572991
Max alt excd,Lat g hi taxi turn,-0.000577106
Lat g hi taxi turn,Max alt excd,-0.000577106
Pitch hi 500-50ft,AP engaged early t/o,-0.000578116
AP engaged early t/o,Pitch hi 500-50ft,-0.000578116
Go-around,Air spd (rel) lo 500-20ft (3 secs),-0.000578165
Air spd (rel) lo 500-20ft (3 secs),Go-around,-0.000578165
Short flare duration,RTO,-0.000579693
RTO,Short flare duration,-0.000579693
Pitch hi 35ft t/o,Air spd (rel) lo tdwn,-0.000579951
Air spd (rel) lo tdwn,Pitch hi 35ft t/o,-0.000579951
Hgt loss 1000-2000ft,Air spd (rel) hi 35ft t/o,-0.000580949
Air spd (rel) hi 35ft t/o,Hgt loss 1000-2000ft,-0.000580949
Spdbrk dep flaps extd,Hgt loss 1000-2000ft,-0.00058129
Hgt loss 1000-2000ft,Spdbrk dep flaps extd,-0.00058129
Roll hi 20ft tdwn,Go-around,-0.000582226
Go-around,Roll hi 20ft tdwn,-0.000582226
TAWS GS 500-200ft,Air spd (rel) hi 35ft t/o,-0.00058299
Air spd (rel) hi 35ft t/o,TAWS GS 500-200ft,-0.00058299
